status,alias,product,component,version,hardware,importance,assignee
NEW,None,EclipseLink,JPA,unspecified,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,Debug,3.5,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,Riena,UI,unspecified,PC Windows XP,P3 normal ,Project Inbox
ASSIGNED,None,Platform,CVS,3.5,PC Windows XP,P5 enhancement ,platform-cvs-inbox
NEW,None,EclipseLink,JPA,unspecified,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,DLTK,Ruby,0.95.1,PC Linux,P3 minor ,dltk.ruby-inbox
NEW,None,Platform,SWT,4.0,PC Windows All,P3 normal ,Felipe Heidrich
NEW,None,Platform,Compare,3.5,PC Linux,P3 normal ,Platform-Compare-Inbox
NEW,None,Data Tools,DataTools,Ganymede,PC Windows XP,P3 normal ,dtp.connectivity-inbox
NEW,None,EPP,Usage,unspecified,PC Windows Vista,P3 normal ,Wayne Beaton
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal with 1 vote ,Felipe Heidrich
NEW,None,Platform,Team,3.3.2,PC Linux,P3 normal ,Platform Team Inbox
NEW,None,AJDT,Core,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,AJDT-inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Equinox,p2,3.5,Macintosh Mac OS X,P3 normal ,P2 Inbox
NEW,None,JDT,APT,3.5,PC Windows Vista,P3 normal ,Generic inbox for the JDT-APT component
NEW,None,Equinox,Weaving,unspecified,PC Windows XP,P3 enhancement ,equinox.incubator-inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,WTP Common Tools,wst.validation,unspecified,PC Windows XP,P3 enhancement ,wst.validation
NEW,None,EMF,cdo.core,4.8,PC Windows Vista,P3 enhancement ,Project Inbox
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,Doc,3.5,PC Windows XP,P3 normal ,Platform-Doc-Inbox
NEW,None,Platform,Resources,3.5,All All,P3 enhancement ,Platform-Resources-Inbox
NEW,None,EclipseLink,Foundation,unspecified,All All,P5 minor ,Project Inbox
NEW,None,Equinox,p2,unspecified,All All,P3 enhancement with 2 votes ,P2 Inbox
NEW,None,Equinox,Launcher,3.4.2,PC Windows XP,P3 critical ,Project Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,UI,3.6,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.4.2,All All,P3 normal ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,BIRT,Report,2.5.0,PC Windows XP,P3 normal ,Zhiqiang Qian
NEW,None,Platform,User,3.6,All All,P3 normal ,platform-ua-inbox
NEW,None,PDE,UI,3.6,All All,P3 normal ,PDE-UI-Inbox
NEW,None,PDE,UI,3.5,All All,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,User,3.6,All All,P3 enhancement ,platform-ua-inbox
NEW,None,CDT,cdt-source-nav,6.0,All All,P3 enhancement ,Project Inbox
NEW,None,PDE,API,3.5,All All,P3 enhancement ,PDE API Tools Inbox
NEW,None,Platform,User,3.6,All All,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,User,3.5,All All,P3 enhancement ,platform-ua-inbox
NEW,None,GMF-Tooling,Samples-UML,unspecified,PC Linux,P3 normal ,Dummy mdt uml2 tools inbox
NEW,None,QVTo,Engine,2.0,PC Windows XP,P3 normal ,Radomil Dvorak
ASSIGNED,None,Platform,Team,3.5,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,Equinox,p2,3.5,All All,P3 normal ,P2 Inbox
NEW,None,Equinox,Components,3.5,PC Mac OS X - Carbon (unsup.),P3 normal ,equinox.components-inbox
NEW,None,Equinox,p2,3.5,All All,P3 trivial ,P2 Inbox
NEW,None,PDE,UI,3.6,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,Resources,3.4,All All,P3 enhancement ,Platform-Resources-Inbox
ASSIGNED,None,RAP,Tools,1.3,All All,P3 normal with 3 votes ,Project Inbox
NEW,None,BIRT,Report,2.5.0,PC Windows XP,P5 normal ,Birt-Report-inbox@eclipse.org
ASSIGNED,None,WTP Source Editing,wst.xml,3.1,PC Windows XP,P3 enhancement ,Nick Sandonato
NEW,None,EMF,cdo.net4j.db,4.8,PC Windows XP,P3 enhancement ,Stefan Winkler
NEW,None,JDT,Debug,3.1,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,CDT,cdt-debug,5.0.2,All Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Community,UI,unspecified,PC Windows XP,P3 minor ,ui.guidelines-inbox
NEW,None,Dali JPA Tools,JPA,unspecified,PC Windows XP,P3 enhancement ,Neil Hauge
NEW,None,Platform,UI,3.4.2,PC Windows Vista,P5 enhancement ,Platform UI Triaged
NEW,None,Platform,User,3.6,PC All,P3 enhancement ,platform-ua-inbox
NEW,None,PDE,Build,3.6,PC Windows XP,P3 normal ,pde-build-inbox
NEW,None,Dali JPA Tools,JPA,2.2,PC Windows XP,P3 trivial ,Neil Hauge
NEW,None,JDT,Debug,3.5,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,UI,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
NEW,None,GMF-Tooling,Core,unspecified,PC Windows XP,P3 enhancement ,gmf.models-inbox
NEW,None,Platform,Resources,3.5,PC Windows Vista,P3 normal ,Platform-Resources-Inbox
NEW,None,BIRT,Report,2.5.0,PC Linux,P3 normal with 2 votes ,Zhiqiang Qian
NEW,None,Platform,SWT,3.5,PC Windows Vista,P3 normal ,Felipe Heidrich
NEW,None,Platform,Team,3.5,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,Platform,User,3.4,PC Mac OS X - Carbon (unsup.),P3 normal ,platform-ua-inbox
NEW,None,Platform,SWT,3.5,All All,P3 enhancement ,Felipe Heidrich
NEW,None,Platform,SWT,3.5,PC Windows 2000,P3 normal ,Felipe Heidrich
NEW,None,Equinox,p2,3.6,PC Linux,P3 normal ,Ian Bull
NEW,None,e4,UI,0.9,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,Compare,4.0,PC Linux,P3 normal ,Platform-Compare-Inbox
NEW,None,Equinox,Launcher,3.5,PC Windows Vista,P3 normal ,Project Inbox
NEW,None,Platform,UI,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
NEW,None,Platform,Team,3.4.2,PC Linux,P3 normal ,Platform Team Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 critical ,gmf.generation-inbox
NEW,None,Platform,UI,3.5,PC All,P3 normal ,Platform UI Triaged
ASSIGNED,None,GMF-Runtime,General,2.2,PC Windows XP,P3 normal,Alex Boyko
ASSIGNED,None,Platform,Text,3.4.2,All All,P3 normal ,Platform-Text-Inbox
NEW,None,GEF,GEF-Legacy,3.6,All All,P3 normal ,gef-inbox
NEW,None,PDE,UI,3.5,PC Linux,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.4.1,All All,P3 normal ,JDT-UI-Inbox
NEW,None,Equinox,p2,3.5,All All,P3 normal ,P2 Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 enhancement ,gmf.models-inbox
NEW,None,EMF,cdo.db,4.8,All All,P3 enhancement ,Stefan Winkler
NEW,None,GEF,GEF-Legacy,3.6,All All,P3 enhancement ,gef-inbox
ASSIGNED,None,JDT,UI,3.5,All All,P3 enhancement with 4 votes ,JDT-UI-Inbox
NEW,None,Platform,Ant,3.6,All All,P3 minor ,Platform-Ant-Inbox
ASSIGNED,None,Platform,Compare,3.5,PC Windows XP,P3 enhancement ,Platform-Compare-Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 enhancement ,Platform UI Triaged
NEW,None,Mylyn,Tasks,3.2,PC Windows Vista,P4 enhancement ,Project Inbox
NEW,None,Platform,Ant,3.5,PC Windows XP,P3 normal ,Platform-Ant-Inbox
ASSIGNED,None,BIRT,Data,2.5.0,PC Windows XP,P3 normal ,Mingxia Wu
ASSIGNED,None,Dali JPA Tools,JPA,2.2,PC All,P3 normal ,Paul Fullbright
NEW,None,Mylyn,Tasks,3.2,PC Windows Vista,P4 enhancement ,Project Inbox
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 normal with 1 vote ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,EMF,Edit,2.5.0,PC Windows XP,P3 enhancement with 2 votes ,Thomas Schindl
NEW,None,Platform,CVS,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 major ,platform-cvs-inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Silenio Quarti
NEW,None,SWTBot,SWTBot,2.0.0-dev,PC Windows XP,P3 major ,Project Inbox
NEW,None,Platform,Team,3.6,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,SWTBot,SWTBot,2.0.0-dev,All All,P3 normal ,Project Inbox
NEW,None,e4,UI,0.9,PC Windows XP,P3 normal ,Project Inbox
ASSIGNED,None,Platform,Compare,3.5,PC Windows XP,P3 normal ,Platform-Compare-Inbox
NEW,None,Platform,SWT,3.5,All All,P3 normal ,Platform-SWT-Inbox
NEW,None,e4,UI,0.9,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,Ant,3.5,PC Linux,P3 enhancement ,Platform-Ant-Inbox
NEW,None,PDE,Incubators,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,CDT,cdt-debug,0 DD 1.1,PC Linux,P3 enhancement ,cdt-debug-inbox@eclipse.org
NEW,None,CDT,cdt-debug-dsf,0 DD 1.1,PC Windows XP,P3 normal ,Project Inbox
ASSIGNED,None,CDT,cdt-editor,6.0,PC Windows XP,P3 minor ,Project Inbox
ASSIGNED,None,JDT,UI,3.4.2,PC Linux,P4 enhancement with 1 vote ,JDT-UI-Inbox
NEW,None,EclipseLink,JPA,1.1.2,PC All,P3 enhancement ,Project Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 normal ,gmf.ui-inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 enhancement ,gmf.ui-inbox
NEW,None,PDE,UI,3.5,PC Windows 7,P3 enhancement ,PDE-UI-Inbox
NEW,None,AJDT,UI,2.0.0,PC Mac OS X - Carbon (unsup.),P3 normal ,AJDT-inbox
NEW,None,WTP Source Editing,wst.xpath,3.1,PC All,P3 enhancement ,wst.xsl-triaged
NEW,None,OSEE,OSEE,0.7.0,All All,P4 normal ,Project Inbox
ASSIGNED,None,MAT,Core,0.8,PC Windows XP,P3 enhancement ,Krum Tsvetkov
NEW,None,BIRT,Report,unspecified,PC Windows XP,P3 normal ,Birt-ReportEngine-inbox@eclipse.org
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 enhancement ,gmf.generation-inbox
NEW,None,SWTBot,SWTBot,2.0.0-dev,All All,P3 enhancement ,Project Inbox
NEW,None,Equinox,p2,unspecified,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,Platform,Compare,3.5,All All,P3 normal ,Platform-Compare-Inbox
NEW,None,Equinox,p2,unspecified,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,EclipseLink,JPA,unspecified,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,UI,3.6,PC All,P3 normal ,Platform UI Triaged
NEW,None,AspectJ,Compiler,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,aspectj inbox
NEW,None,Community,Architecture,unspecified,PC Windows XP,P3 normal ,eclipse.org-architecture-council
NEW,None,JDT,Core,3.4.2,PC Windows XP,P3 enhancement ,JDT-Core-Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 normal ,Platform UI Triaged
NEW,None,Dash,Handbook,unspecified,PC All,P3 enhancement ,Project Dash Incoming bugs
NEW,None,Platform,UI,3.5,PC All,P3 normal ,Platform UI Triaged
NEW,None,Platform,Ant,3.5,All All,P3 normal ,Platform-Ant-Inbox
NEW,None,z_Archived,Buckminster,unspecified,All All,P3 normal ,buckminster.core-inbox
NEW,None,Platform,SWT,3.5,PC Linux-GTK,P3 normal with 11 votes ,Arun Thondapu
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,UI,4.1,PC Linux-GTK,P3 normal ,Platform UI Triaged
NEW,None,Mylyn Tasks,Bugzilla,unspecified,All All,P2 enhancement ,Frank Becker
NEW,None,Platform,User,3.4,PC Windows XP,P3 normal ,platform-ua-inbox
ASSIGNED,None,Platform,CVS,3.5,PC Windows Vista,P3 enhancement ,platform-cvs-inbox
NEW,None,Data Tools,SQL,1.7,PC Windows XP,P3 normal ,Brian Payton
ASSIGNED,None,JDT,Text,3.5,All All,P5 enhancement ,JDT-Text-Inbox
NEW,None,CDT,cdt-debug,6.0,PC Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Platform,UI,3.5,PC Linux-GTK,P3 normal with 1 vote ,Platform UI Triaged
NEW,None,PDE,Incubators,3.5,PC Windows XP,P3 enhancement ,Wojciech Galanciak
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 normal ,Project Inbox
NEW,None,GEF,GEF-Legacy,3.5,PC Windows XP,P3 normal ,gef-inbox
NEW,None,GMF-Runtime,General,2.2,All All,P3 enhancement,Inbox
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 enhancement ,PDE-UI-Inbox
NEW,None,Equinox,p2,3.6,PC Linux,P3 enhancement ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 minor ,Platform UI Triaged
NEW,None,Platform,Ant,3.4.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform-Debug-Inbox
NEW,None,EPP,Usage,unspecified,PC Linux,P3 normal ,Wayne Beaton
NEW,None,Platform,UI,3.6,PC All,P3 enhancement ,Platform UI Triaged
NEW,None,AspectJ,LTWeaving,DEVELOPMENT,PC Windows XP,P3 normal ,aspectj inbox
NEW,None,GMF-Tooling,Core,unspecified,PC Linux,P3 normal ,gmf.models-inbox
NEW,None,CDT,cdt-debug,6.0,Other Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,CDT,cdt-debug,6.0,Other Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,CDT,cdt-debug,6.0,Other Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,JDT,Core,3.5,PC Windows XP,P3 normal ,Srikanth Sankaran
NEW,None,EMF,Edit,2.5.0,PC Windows Vista,P3 enhancement with 1 vote ,Thomas Schindl
ASSIGNED,None,CDT,cdt-debug-dsf-gdb,6.0,PC Linux,P3 enhancement ,Marc Khouzam
NEW,None,GMF-Tooling,Core,unspecified,PC Windows XP,P3 normal ,Artem Tikhomirov
NEW,None,EMF,Edit,2.5.0,PC Windows Vista,P3 enhancement with 2 votes ,Thomas Schindl
NEW,None,AspectJ,Compiler,DEVELOPMENT,PC Windows NT,P3 normal ,aspectj inbox
ASSIGNED,None,EMF Services,Validation,unspecified,PC Windows XP,P3 major,Boris Gruschko
NEW,None,e4,UI,0.9,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,SWT,3.6,PC Windows XP,P3 enhancement ,Platform-SWT-Inbox
NEW,None,Platform,UI,3.5,PC All,P3 enhancement ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.5,PC Windows 2000,P3 enhancement ,JDT-UI-Inbox
NEW,None,WTP ServerTools,jst.server,3.0.5,PC Linux,P3 normal with 1 vote ,Larry Isaacs
NEW,None,Mylyn,Core,3.2,PC Linux,P2 enhancement ,Project Inbox
ASSIGNED,None,PDE,UI,3.5,PC Windows XP,P3 enhancement with 3 votes ,PDE-UI-Inbox
NEW,None,WTP Java EE Tools,jst.j2ee,3.1,PC Windows XP,P3 enhancement ,Salvador Zalapa
NEW,None,CDT,cdt-editor,6.0,PC Windows XP,P3 normal with 1 vote ,Project Inbox
NEW,None,Equinox,p2,3.5,PC Linux,P3 enhancement with 2 votes ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 enhancement ,Platform UI Triaged
NEW,None,Orbit,bundles,unspecified,All All,P3 enhancement ,DJ Houghton
NEW,None,DLTK,JavaScript,1.0,PC Linux,P3 normal ,dltk.common-inbox
NEW,None,Platform,User,3.6,All All,P3 enhancement ,platform-ua-inbox
NEW,None,Platform,Ant,3.5,PC Windows Vista,P3 minor ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Debug,3.5,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,Platform,UI,3.4,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,4.0,PC Windows Vista,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,4.0,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.6,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,User,3.4.2,PC Linux,P3 normal with 1 vote ,platform-ua-inbox
NEW,None,Platform,IDE,3.5,PC Windows 2000,P3 enhancement ,Platform UI Triaged
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 normal ,gmf.templates-inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal with 4 votes ,PDE-UI-Inbox
NEW,None,Platform,Ant,3.5,PC Linux,P3 normal ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Platform UI Triaged
ASSIGNED,None,RAP,Workbench,1.3,All All,P5 normal ,Project Inbox
NEW,None,JSDT,General,3.1,PC Windows XP,P3 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
ASSIGNED,None,ATF,Core,unspecified,PC All,P3 normal ,Jacek Pospychala
ASSIGNED,None,GMF-Tooling,Core,2.3,PC Windows XP,P3 blocker ,Svyatoslav Kovalsky
NEW,None,GEF,GEF-Legacy,unspecified,PC Windows XP,P3 normal ,gef-inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 major ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 minor ,Platform UI Triaged
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 enhancement ,Platform UI Triaged
ASSIGNED,None,RTSC,Tools,unspecified,All All,P3 normal ,Jon Rowlands
NEW,None,JDT,Core,3.5,PC Windows XP,P3 enhancement ,JDT-Core-Inbox
ASSIGNED,None,JDT,UI,3.5,All All,P5 enhancement with 1 vote ,JDT-UI-Inbox
NEW,None,e4,UI,0.9,All All,P3 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 minor ,Platform UI Triaged
NEW,None,ECF,ecf.providers,unspecified,All All,P3 enhancement ,ecf.core-inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,Platform,SWT,3.5,All All,P3 enhancement ,Platform-SWT-Inbox
NEW,None,CDT,cdt-build,6.0,All All,P3 trivial ,Andrew Gvozdev
NEW,None,ATF,Debug,unspecified,All All,P3 enhancement ,Inbox
NEW,None,e4,UI,0.9,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,Platform,CVS,3.3.2,PC Linux,P3 normal ,platform-cvs-inbox
NEW,None,GMF-Runtime,General,unspecified,PC Windows XP,P3 normal,Inbox
NEW,None,BIRT,Report,unspecified,PC Windows XP,P3 normal ,Rick Lu
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 enhancement with 8 votes ,Platform UI Triaged
NEW,None,Platform,UI,3.6,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Target Management,RSE,3.1,All All,P3 normal ,David McKnight
NEW,None,Platform,SWT,3.5,Macintosh Mac OS X,P3 normal with 2 votes ,Platform-SWT-Inbox
NEW,None,Platform,Debug,3.5,PC Linux,P3 normal ,Platform-Debug-Inbox
NEW,None,JSDT,General,3.1,PC Windows XP,P3 enhancement with 1 vote ,Project Inbox
NEW,None,Platform,UI,3.5,PC Windows Vista,P3 normal ,Platform UI Triaged
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 enhancement ,Henrik Lindberg
NEW,None,Platform,SWT,3.6,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 major with 2 votes ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 minor with 2 votes ,Platform UI Triaged
NEW,None,Platform,Doc,3.6,All All,P3 normal ,Platform-Doc-Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,6.0,PC Linux,P3 enhancement with 1 vote ,Project Inbox
NEW,None,CDT,cdt-build,6.0,PC Windows XP,P3 normal ,cdt-build-inbox@eclipse.org
NEW,None,EPF,Tool,1.5.0.1,PC Windows XP,P3 enhancement ,epf.tool-inbox
NEW,None,Platform,Runtime,3.5,PC Linux,P3 normal ,platform-runtime-inbox
NEW,None,Platform,Team,3.5,PC Windows Vista,P3 normal ,Platform Team Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Platform-SWT-Inbox
NEW,None,Platform,Team,3.5,PC Windows XP,P3 normal ,Platform Team Inbox
NEW,None,WTP Java EE Tools,jst.j2ee,3.1,PC Windows XP,P3 enhancement ,Carl Anderson
ASSIGNED,None,JDT,Text,3.5,All All,P3 enhancement ,JDT-Text-Inbox
ASSIGNED,None,JDT,Text,3.5,All All,P3 enhancement ,JDT-Text-Inbox
NEW,None,PDE,API,3.5,PC Windows XP,P3 enhancement ,PDE API Tools Inbox
NEW,None,Data Tools,Enablement,1.7,PC Linux,P3 normal ,Project Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 normal ,gmf.generation-inbox
NEW,None,Platform,UI,3.5,PC Windows 2000,P3 normal ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.6,All All,P3 normal ,JDT-UI-Inbox
NEW,None,PDE,API,3.5,PC Windows XP,P3 normal ,PDE API Tools Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Prakash Rangaraj
NEW,None,JDT,UI,3.6,All All,P3 normal ,Benjamin Muskalla
NEW,None,Platform,Team,3.5,PC Windows Vista,P3 normal ,Platform Team Inbox
NEW,None,Web Tools,documentation,unspecified,All All,P3 normal ,Kate Price
NEW,None,GMF-Tooling,Core,2.2,PC All,P3 normal with 1 vote ,gmf.generation-inbox
NEW,None,JSDT,Debug,3.2,All All,P3 normal ,Project Inbox
ASSIGNED,None,RTSC,Tools,unspecified,All All,P3 normal ,Dave Russo
NEW,None,Data Tools,SQL,1.7,Macintosh Mac OS X - Carbon (unsup.),P3 major ,dtp.sqldevtools-inbox
NEW,None,MTJ,General,1.0,All All,P3 normal ,Project Inbox
NEW,None,Target Management,RSE,unspecified,PC Windows XP,P3 normal ,David McKnight
NEW,None,PDT,Outline,2.1,All All,P3 normal ,PHP UI
NEW,None,GMF-Tooling,Core,2.2,All All,P3 normal ,gmf.ui-inbox
ASSIGNED,None,Riena,ridget,1.2.0,All All,P2 enhancement ,Steffen Kriese
ASSIGNED,None,Data Tools,SQL,1.7,PC Windows Vista,P3 major ,Neil Wang
NEW,None,Platform,UI,3.5,PC Windows Vista,P5 enhancement ,Platform UI Triaged
ASSIGNED,None,Platform,CVS,3.6,PC Windows XP,P3 normal ,platform-cvs-inbox
ASSIGNED,None,Platform,Text,3.0,All All,P3 normal with 1 vote ,Platform-Text-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Boris Bokowski
ASSIGNED,None,Platform,Text,3.5,All All,P3 enhancement ,Platform-Text-Inbox
ASSIGNED,None,BIRT,Data,2.3.2,PC Linux,P2 normal ,Mingxia Wu
NEW,None,ECF,ecf.providers,3.0.0,All All,P3 enhancement ,ecf.core-inbox
ASSIGNED,None,Target Management,RSE,3.1,PC Windows XP,P3 normal ,dsdp.tm.rse-inbox
NEW,None,SWTBot,SWTBot,unspecified,All All,P3 enhancement ,Project Inbox
ASSIGNED,None,JDT,UI,3.6,PC Windows XP,P5 enhancement with 5 votes ,JDT-UI-Inbox
NEW,None,BIRT,Data,2.5.0,PC Windows XP,P3 normal ,Mingxia Wu
NEW,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
ASSIGNED,None,Target Management,RSE,3.1,All All,P3 enhancement ,dsdp.tm.rse-inbox
NEW,None,BIRT,Data,2.5.0,PC Windows XP,P3 normal ,Wenjie Tu
NEW,None,Platform,User,3.5,PC Windows Vista,P3 major ,platform-ua-inbox
NEW,None,PDE,UI,3.5,PC Windows Vista,P3 enhancement ,PDE-UI-Inbox
NEW,None,GMF-Tooling,Core,2.2,All All,P3 major ,gmf.generation-inbox
NEW,None,Equinox,p2,3.5,PC Linux-GTK,P3 enhancement with 1 vote ,P2 Inbox
ASSIGNED,None,JDT,UI,3.5,PC Linux,P3 minor ,JDT-UI-Inbox
NEW,None,Java Server Faces,UI,3.2,PC Windows XP,P3 enhancement ,Ian Trimble
NEW,None,Platform,UI,3.6,PC Linux,P3 enhancement ,Platform UI Triaged
NEW,None,GMF-Tooling,Samples-UML,unspecified,PC Windows Vista,P3 normal ,Dummy mdt uml2 tools inbox
ASSIGNED,None,JDT,UI,3.5,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,Data Tools,Enablement:Sybase,1.7,PC Windows XP,P3 major ,Project Inbox
NEW,None,Platform,Ant,3.5,PC Windows Vista,P3 major ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,SWT,3.5,Macintosh Mac OS X,P3 normal ,Platform-SWT-Inbox
NEW,None,z_Archived,Buckminster,unspecified,All All,P3 enhancement with 2 votes ,buckminster.core-inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Mylyn Tasks,Framework,unspecified,PC All,P3 enhancement ,Project Inbox
NEW,None,Mylyn,Core,unspecified,PC Linux,P1 major ,Project Inbox
NEW,None,Platform,IDE,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.4.1,PC Linux,P5 normal with 1 vote ,JDT-UI-Inbox
